age,edu,female,use
38.95022279655079,1.0,1.0,0.0
37.45211421794111,1.0,1.0,0.0
30.214340945173937,1.0,1.0,0.0
39.560733287800666,1.0,1.0,0.0
42.487420083189676,1.0,1.0,0.0
51.19303389840876,1.0,1.0,0.0
35.188201153837056,1.0,1.0,0.0
39.85836613866951,1.0,1.0,0.0
34.667380288077254,1.0,1.0,0.0
17.888478594767573,1.0,1.0,0.0
40.209420495727784,1.0,1.0,0.0
37.93267060676984,1.0,1.0,0.0
45.47633320255103,1.0,1.0,0.0
31.670099273029237,1.0,1.0,0.0
34.549132330721015,1.0,1.0,0.0
51.734792436960724,1.0,1.0,0.0
53.54872624078523,1.0,1.0,0.0
59.282907128903794,1.0,1.0,0.0
28.894291347683044,1.0,1.0,0.0
32.2950267771102,1.0,1.0,0.0
33.89578739248787,1.0,1.0,0.0
25.61820020286962,1.0,1.0,0.0
39.59442717059186,1.0,1.0,0.0
49.82149186718839,1.0,1.0,0.0
49.40663959732909,1.0,1.0,0.0
28.839661352671882,1.0,1.0,0.0
26.538234610439826,1.0,1.0,0.0
31.02351396155738,1.0,1.0,0.0
27.081822233804925,1.0,1.0,0.0
43.03104274745013,1.0,1.0,0.0
58.336424021074514,1.0,1.0,0.0
24.864960564351694,1.0,1.0,0.0
22.724298946974756,1.0,1.0,0.0
27.623299650726228,1.0,1.0,0.0
35.183121010079724,1.0,1.0,0.0
26.633355695631998,1.0,1.0,0.0
32.370227308253845,1.0,1.0,0.0
32.98922754668495,1.0,1.0,0.0
22.938198378052455,1.0,1.0,0.0
43.69764377746336,1.0,1.0,0.0
10.736824256320215,1.0,1.0,0.0
28.577185079658612,1.0,1.0,0.0
37.69782890925732,1.0,1.0,0.0
24.773188544783814,1.0,1.0,0.0
40.42866949156996,1.0,1.0,0.0
42.10567555367499,1.0,1.0,0.0
23.999868725094238,1.0,1.0,0.0
38.54518340280188,1.0,1.0,0.0
49.1297800090468,1.0,1.0,0.0
52.89378119042594,1.0,1.0,0.0
11.938147099064413,1.0,1.0,0.0
29.703367293422737,1.0,1.0,0.0
37.47450760591728,1.0,1.0,0.0
39.82889347234008,1.0,1.0,0.0
41.54900963137551,1.0,1.0,0.0
16.628397250138516,1.0,1.0,0.0
28.147607909564606,1.0,1.0,0.0
47.21171497714963,1.0,1.0,0.0
55.13265914887576,1.0,1.0,0.0
33.79228529409083,1.0,1.0,0.0
30.886188362306775,1.0,1.0,0.0
40.30655594291686,1.0,1.0,0.0
47.428334786719326,1.0,1.0,0.0
32.136516003512156,1.0,1.0,0.0
30.113970269842106,1.0,1.0,0.0
33.23372824093311,1.0,1.0,0.0
49.72490009753604,1.0,1.0,0.0
43.38031723803769,1.0,1.0,0.0
53.297083414864574,1.0,1.0,0.0
24.882813645361548,1.0,1.0,0.0
29.95545473946516,1.0,1.0,0.0
42.97301105420925,1.0,1.0,0.0
39.71562199242868,1.0,1.0,0.0
23.362049014314255,1.0,1.0,0.0
35.45386306085147,1.0,1.0,0.0
35.43610548235193,1.0,1.0,0.0
29.26038700371866,1.0,1.0,0.0
43.79588323853776,1.0,1.0,0.0
48.57383262713892,1.0,1.0,0.0
37.75250445238962,1.0,1.0,0.0
36.47165869206946,1.0,1.0,0.0
37.77286891738359,1.0,1.0,0.0
31.66542358134694,1.0,1.0,0.0
51.90707737340877,1.0,1.0,0.0
29.50496483414497,1.0,1.0,0.0
29.06326366613318,1.0,1.0,0.0
38.64220861946586,1.0,1.0,0.0
27.371982555359185,1.0,1.0,0.0
27.426214094406156,1.0,1.0,0.0
49.85980189411644,1.0,1.0,0.0
25.35070227127504,1.0,1.0,0.0
55.19404820463032,1.0,1.0,0.0
46.76239444022885,1.0,1.0,0.0
17.061890760471393,1.0,1.0,0.0
50.982066815148826,1.0,1.0,0.0
17.91729895770642,1.0,1.0,0.0
50.228398055650665,1.0,1.0,0.0
25.663158381367406,1.0,1.0,0.0
33.22315289437869,1.0,1.0,0.0
38.66743035321805,1.0,1.0,0.0
42.58953652975664,1.0,1.0,0.0
49.710076103480716,1.0,1.0,0.0
32.220913410682606,1.0,1.0,0.0
25.427314203341517,1.0,1.0,0.0
37.62390619889202,1.0,1.0,0.0
27.389012316939997,1.0,1.0,0.0
63.95608798217893,1.0,1.0,0.0
19.73864763616123,1.0,1.0,0.0
37.762906858497395,1.0,1.0,0.0
29.14687759010303,1.0,1.0,0.0
47.56618927122673,1.0,1.0,0.0
49.93306235193418,1.0,1.0,0.0
52.55380866371682,1.0,1.0,0.0
35.16226006231654,1.0,1.0,0.0
23.685063119403438,1.0,1.0,0.0
54.90824076376626,1.0,1.0,0.0
38.0031077174067,1.0,1.0,0.0
25.853082007294475,1.0,1.0,0.0
35.33212894060139,1.0,1.0,0.0
39.816583807396285,1.0,1.0,0.0
36.687429098611645,1.0,1.0,0.0
46.795927998295404,1.0,1.0,0.0
18.88126672166854,1.0,1.0,0.0
23.27999312424612,1.0,1.0,0.0
31.719294721282388,1.0,1.0,0.0
33.077082902749055,1.0,1.0,0.0
25.247325038633377,1.0,1.0,0.0
29.18068342334878,1.0,1.0,0.0
41.66419718497222,1.0,1.0,0.0
24.414614268979278,1.0,1.0,0.0
51.624108602077925,1.0,1.0,0.0
44.308756901932014,1.0,1.0,0.0
13.948929751215267,1.0,1.0,0.0
21.90511870989138,1.0,1.0,0.0
28.891916611202703,1.0,1.0,0.0
49.79498938204348,1.0,1.0,0.0
48.15895553699233,1.0,1.0,0.0
44.70774715102602,1.0,1.0,0.0
42.08764315253818,1.0,1.0,0.0
21.744692296892357,1.0,1.0,0.0
45.12820280842721,1.0,1.0,0.0
22.08664818435001,1.0,1.0,0.0
54.011516993918946,1.0,1.0,0.0
38.93401801013789,1.0,1.0,0.0
17.510802729509024,1.0,1.0,0.0
34.559719325223085,1.0,1.0,0.0
41.59387681787324,1.0,1.0,0.0
40.61451499818863,1.0,1.0,0.0
34.64707700509468,1.0,1.0,0.0
30.745261863503387,1.0,1.0,0.0
40.45864069418204,1.0,1.0,0.0
27.91409399533708,1.0,1.0,0.0
65.52407406362408,1.0,1.0,0.0
44.90214767284371,1.0,1.0,0.0
35.13967632608733,1.0,1.0,0.0
34.693338987128314,1.0,1.0,0.0
19.370858944654263,1.0,1.0,0.0
55.89118551767358,1.0,1.0,0.0
38.48198355181002,1.0,1.0,0.0
40.335414115492945,1.0,1.0,0.0
27.322094554107075,1.0,1.0,0.0
28.180109323076138,1.0,1.0,0.0
31.24183558688972,1.0,1.0,0.0
55.33193933363551,1.0,1.0,0.0
36.35373520415339,1.0,1.0,0.0
27.200311674314058,1.0,1.0,0.0
35.64643231355439,1.0,1.0,0.0
31.924295308617147,1.0,1.0,0.0
46.70277166466081,1.0,1.0,0.0
33.69044635618594,1.0,1.0,0.0
42.50126425025718,1.0,1.0,0.0
36.98168238984613,1.0,1.0,0.0
23.018067146748006,1.0,1.0,0.0
30.82215358960488,1.0,1.0,0.0
39.26748623349774,1.0,1.0,0.0
41.182701969631644,1.0,1.0,0.0
60.918052779215216,1.0,1.0,0.0
32.64590592251945,1.0,1.0,0.0
24.598502045613703,1.0,1.0,0.0
59.502753732154616,1.0,1.0,0.0
41.78461939138792,1.0,1.0,0.0
37.61103895951524,1.0,1.0,0.0
41.155532856873094,1.0,1.0,0.0
31.781895450605113,1.0,1.0,0.0
21.37133658657483,1.0,1.0,0.0
50.603395082767605,1.0,1.0,0.0
31.968844222398605,1.0,1.0,0.0
22.51608620710111,1.0,1.0,0.0
34.387937280682266,1.0,1.0,0.0
32.90224063923026,1.0,1.0,0.0
21.81019128091651,1.0,1.0,0.0
39.27776490300666,1.0,1.0,0.0
29.471318633950663,1.0,1.0,0.0
24.391464343280084,1.0,1.0,0.0
42.95276994936198,1.0,1.0,0.0
27.412350290520237,1.0,1.0,0.0
42.69952858680316,1.0,1.0,0.0
35.45074068938298,1.0,1.0,0.0
50.59782160352503,1.0,1.0,0.0
13.19822096792063,1.0,1.0,0.0
18.86527009522328,1.0,1.0,0.0
49.9141967917638,1.0,1.0,0.0
37.08205746722113,1.0,1.0,0.0
24.9508140040163,1.0,1.0,0.0
29.145750706432665,1.0,1.0,0.0
30.464377666988568,1.0,1.0,0.0
35.10920454501174,1.0,1.0,0.0
25.790311723559668,1.0,1.0,0.0
20.995055423375582,1.0,1.0,0.0
30.240441973111405,1.0,1.0,0.0
35.43106530342982,1.0,1.0,0.0
35.10623901176681,1.0,1.0,0.0
25.893474128989233,1.0,1.0,0.0
36.722779163640496,1.0,1.0,0.0
48.49117155435845,1.0,1.0,0.0
35.06476353753535,1.0,1.0,0.0
38.64943896668677,1.0,1.0,0.0
40.399638916910135,1.0,1.0,0.0
31.742578703652292,1.0,1.0,0.0
41.711349545893356,1.0,1.0,0.0
37.56767452893744,1.0,1.0,0.0
36.01747269180157,1.0,1.0,0.0
33.82018673660043,1.0,1.0,0.0
46.020922017062915,1.0,1.0,0.0
47.687402052982264,1.0,1.0,0.0
29.893238900586702,1.0,1.0,0.0
46.7545291004681,1.0,1.0,0.0
44.51805464427736,1.0,1.0,0.0
38.223865653756974,1.0,1.0,0.0
31.850030346243003,1.0,1.0,0.0
44.73979255624122,1.0,1.0,0.0
42.68099200178063,1.0,1.0,0.0
20.347133276221644,1.0,1.0,0.0
34.51068565085882,1.0,1.0,0.0
41.927217555819574,1.0,1.0,0.0
48.52655697430716,1.0,1.0,0.0
42.76447723182087,1.0,1.0,0.0
40.216825174176265,1.0,1.0,0.0
45.14270832805609,1.0,1.0,0.0
38.63136448368438,1.0,1.0,0.0
34.44487143525684,1.0,1.0,0.0
38.402014282102066,1.0,1.0,0.0
15.240107587528776,1.0,1.0,0.0
41.959649252430154,1.0,1.0,0.0
40.01291620591333,1.0,1.0,0.0
29.366382862682748,1.0,1.0,0.0
15.041871634752031,1.0,1.0,0.0
43.759855950842294,1.0,1.0,0.0
36.729706890996475,1.0,1.0,0.0
33.61058257253913,1.0,1.0,0.0
30.996696869944305,1.0,1.0,0.0
41.659128977422355,1.0,1.0,0.0
40.04567228577875,1.0,1.0,0.0
35.106569155790005,1.0,1.0,0.0
40.05318906746348,1.0,1.0,0.0
40.796528259516776,1.0,1.0,0.0
47.78865428574746,1.0,1.0,0.0
14.487651840464878,1.0,1.0,0.0
27.343470444976695,1.0,1.0,0.0
42.16074032518811,1.0,1.0,0.0
47.56196691744587,1.0,1.0,0.0
34.2124853002908,1.0,1.0,0.0
46.9667517120393,1.0,1.0,0.0
39.390608525190366,1.0,1.0,0.0
30.589288375822008,1.0,1.0,0.0
31.535165309216616,1.0,1.0,0.0
38.76757624872443,1.0,1.0,0.0
44.85897648776854,1.0,1.0,0.0
41.99091397406085,1.0,1.0,0.0
31.131789917235434,1.0,1.0,0.0
36.76752037908855,1.0,1.0,0.0
32.78515382563542,1.0,1.0,0.0
42.296610426487575,1.0,1.0,0.0
40.46494212022881,1.0,1.0,0.0
28.05326377623324,1.0,1.0,0.0
34.14753420578463,1.0,1.0,0.0
40.73617901718103,1.0,1.0,0.0
36.95140218648836,1.0,1.0,0.0
30.46264881905977,1.0,1.0,0.0
28.610231674588487,1.0,1.0,0.0
53.96369847265092,1.0,1.0,0.0
49.71577429098523,1.0,1.0,0.0
29.69730467671704,1.0,1.0,0.0
24.738024720841427,1.0,1.0,0.0
31.39225418962007,1.0,1.0,0.0
37.437656204591505,1.0,1.0,0.0
30.34321558103428,1.0,1.0,0.0
39.999707642639954,1.0,1.0,0.0
34.84889883116996,1.0,1.0,0.0
22.325706941296684,1.0,1.0,0.0
51.303076787568656,1.0,1.0,0.0
23.492699917476138,1.0,1.0,0.0
47.113691436596035,1.0,1.0,0.0
28.723410949676406,1.0,1.0,0.0
38.51095110140991,1.0,1.0,0.0
31.16873473587907,1.0,1.0,0.0
43.47870463363269,1.0,1.0,0.0
12.516097530844128,1.0,1.0,0.0
18.487889848179243,1.0,1.0,0.0
43.283821878281,1.0,1.0,0.0
36.127049448388696,1.0,1.0,0.0
27.90418259260442,1.0,1.0,0.0
32.28541050490311,1.0,1.0,0.0
29.36638509774899,1.0,1.0,0.0
35.08651318554752,1.0,1.0,0.0
40.58030354755473,1.0,1.0,0.0
52.85789938006266,1.0,1.0,0.0
40.58014768720606,1.0,1.0,0.0
24.6415098187077,1.0,1.0,0.0
34.18939640545769,1.0,1.0,0.0
37.49771455752484,1.0,1.0,0.0
27.08928144309745,1.0,1.0,0.0
46.65711549807899,1.0,1.0,0.0
38.403538028663434,1.0,1.0,0.0
44.493391658121844,1.0,1.0,0.0
33.809232894510565,1.0,1.0,0.0
30.774327276018784,1.0,1.0,0.0
34.79709240290832,1.0,1.0,0.0
31.86673286271779,1.0,1.0,0.0
23.284982838294287,1.0,1.0,0.0
44.76762098056917,1.0,1.0,0.0
50.86932393430379,1.0,1.0,0.0
35.74916190694761,1.0,1.0,0.0
41.0050755019605,1.0,1.0,0.0
38.54673638764472,1.0,1.0,0.0
30.890761337127138,1.0,1.0,0.0
42.34111008555728,1.0,1.0,0.0
26.93357083156441,1.0,1.0,0.0
23.941086239670064,1.0,1.0,0.0
50.76578405830533,1.0,1.0,0.0
54.45413713097838,1.0,1.0,0.0
46.19903224535641,1.0,1.0,0.0
42.55638530329176,1.0,1.0,0.0
28.525346977070427,1.0,1.0,0.0
47.67070437510831,1.0,1.0,0.0
28.608431793950786,1.0,1.0,0.0
29.987315074520808,1.0,1.0,0.0
55.077289883174664,1.0,1.0,0.0
32.708405622567106,1.0,1.0,0.0
45.131548473149664,1.0,1.0,0.0
26.641475034742736,1.0,1.0,0.0
30.721670412770088,1.0,1.0,0.0
41.032249125267384,1.0,1.0,0.0
31.772960899583254,1.0,1.0,0.0
49.10467180219488,1.0,1.0,0.0
37.49968965167523,1.0,1.0,0.0
34.37624789558563,1.0,1.0,0.0
30.001667401022722,1.0,1.0,0.0
43.40368792142529,1.0,1.0,0.0
27.646945669151904,1.0,1.0,0.0
19.191608309041598,1.0,1.0,0.0
64.29767547572438,1.0,1.0,0.0
21.55470567682987,1.0,1.0,0.0
38.632516673937566,1.0,1.0,0.0
24.65034475174473,1.0,1.0,0.0
35.064564721124064,1.0,1.0,0.0
40.8947438859942,1.0,1.0,0.0
32.63814962939751,1.0,1.0,0.0
45.186125033156635,1.0,1.0,0.0
42.97583019802874,1.0,1.0,0.0
32.06222699039835,1.0,1.0,0.0
42.591159400238766,1.0,1.0,0.0
44.46169205197863,1.0,1.0,0.0
35.78385013529728,1.0,1.0,0.0
52.05216236281387,1.0,1.0,0.0
31.3484930487585,1.0,1.0,0.0
45.78408470406507,1.0,1.0,0.0
28.9400883567523,1.0,1.0,0.0
35.255497129319885,1.0,1.0,0.0
27.025541621998393,1.0,1.0,0.0
21.09099419711994,1.0,1.0,0.0
36.205528408714116,1.0,1.0,0.0
60.030268854805726,1.0,1.0,0.0
56.56772245832862,1.0,1.0,0.0
51.63658778391796,1.0,1.0,0.0
41.04641114881308,1.0,1.0,0.0
13.636784747571443,1.0,1.0,0.0
34.53692819342704,1.0,1.0,0.0
47.69803551556486,1.0,1.0,0.0
39.24909396520034,1.0,1.0,0.0
42.82259538559598,1.0,1.0,0.0
30.46450225015614,1.0,1.0,0.0
34.50595893986221,1.0,1.0,0.0
44.6293367390594,1.0,1.0,0.0
42.41034188608147,1.0,1.0,0.0
34.642887886797745,1.0,1.0,0.0
36.52808682588714,1.0,1.0,0.0
20.940588651196165,1.0,1.0,0.0
46.77680743760303,1.0,1.0,0.0
30.746815252899026,1.0,1.0,0.0
27.694149748397923,1.0,1.0,0.0
24.823800028935317,1.0,1.0,0.0
36.8680657353622,1.0,1.0,0.0
40.89216553971103,1.0,1.0,0.0
28.17113620091104,1.0,1.0,0.0
41.00942333389131,1.0,1.0,0.0
23.638275890552173,1.0,1.0,0.0
30.669353040641813,1.0,1.0,0.0
44.402643118990845,1.0,1.0,0.0
16.59554675197755,1.0,1.0,0.0
39.299200918431474,1.0,1.0,0.0
30.167222271881045,1.0,1.0,0.0
50.27135831238908,1.0,1.0,0.0
29.23004370066026,1.0,1.0,0.0
46.076933264899566,1.0,1.0,0.0
26.26738222845615,1.0,1.0,0.0
33.952533113224455,1.0,1.0,0.0
39.95656816940673,1.0,1.0,0.0
35.34765853238738,1.0,1.0,0.0
46.67879448462265,1.0,1.0,0.0
30.990330773892637,1.0,1.0,0.0
36.71340528145212,1.0,1.0,0.0
26.20015535392864,1.0,1.0,0.0
35.754323510071906,1.0,1.0,0.0
39.124277466946154,1.0,1.0,0.0
17.54100745883997,1.0,1.0,0.0
43.73388681601466,1.0,1.0,0.0
30.79591069215175,1.0,1.0,0.0
32.840961906826706,1.0,1.0,0.0
34.2425577662442,1.0,1.0,0.0
34.91693497396591,1.0,1.0,0.0
43.852830922403506,1.0,1.0,0.0
30.013060759438655,1.0,1.0,0.0
33.304383062906446,1.0,1.0,0.0
39.95266311875368,1.0,1.0,0.0
29.63584960891648,1.0,1.0,0.0
29.065364744284423,1.0,1.0,0.0
33.97562376549753,1.0,1.0,0.0
47.801957728409434,1.0,1.0,0.0
49.88351929838915,1.0,1.0,0.0
37.99737563509097,1.0,1.0,0.0
45.35491315495025,1.0,1.0,0.0
24.230926177221484,1.0,1.0,0.0
42.23051853867502,1.0,1.0,0.0
27.863547916179257,1.0,1.0,0.0
29.44631045234524,1.0,1.0,0.0
27.638522036099896,1.0,1.0,0.0
49.29698492005561,1.0,1.0,0.0
24.091486149065233,1.0,1.0,0.0
37.6327600183536,1.0,1.0,0.0
41.486341802227116,1.0,1.0,0.0
41.42015435337054,1.0,1.0,0.0
45.762737836317065,1.0,1.0,0.0
33.61993161833268,1.0,1.0,0.0
13.043886387470852,1.0,1.0,0.0
40.720776318781496,1.0,1.0,0.0
36.20509201474018,1.0,1.0,0.0
28.07033616631244,1.0,1.0,0.0
31.73723432483243,1.0,1.0,0.0
33.62521801142911,1.0,1.0,0.0
42.65379375333766,1.0,1.0,0.0
42.09456098258425,1.0,1.0,0.0
51.2375766662912,1.0,1.0,0.0
19.66832573963215,1.0,1.0,0.0
21.0582701772271,1.0,1.0,0.0
44.426089645551755,1.0,1.0,0.0
29.128488494257216,1.0,1.0,0.0
35.18226945989294,1.0,1.0,0.0
35.069801834390006,1.0,1.0,0.0
47.12400288306825,1.0,1.0,0.0
31.04158056188266,1.0,1.0,0.0
30.581019128972812,1.0,1.0,0.0
45.59043260878521,1.0,1.0,0.0
39.08098770579114,1.0,1.0,0.0
44.884238705858536,1.0,1.0,0.0
28.476350610853693,1.0,1.0,0.0
37.87865359113318,1.0,1.0,0.0
46.21901205248917,1.0,1.0,0.0
24.87433363833636,1.0,1.0,0.0
38.87252308919544,1.0,1.0,0.0
43.864278261027366,1.0,1.0,0.0
40.77528918484987,1.0,1.0,0.0
25.209478375602355,1.0,1.0,0.0
25.101795600560166,1.0,1.0,0.0
27.215465947012696,1.0,1.0,0.0
42.86405558284254,1.0,1.0,0.0
38.94617199836013,1.0,1.0,0.0
36.1675197786671,1.0,1.0,0.0
45.32802244789984,1.0,1.0,0.0
41.62607754223582,1.0,1.0,0.0
27.546659017616218,1.0,1.0,0.0
52.774239987006055,1.0,1.0,0.0
22.834901480984428,1.0,1.0,0.0
37.889897231795366,1.0,1.0,0.0
23.917276174325583,1.0,1.0,0.0
51.65198011220641,1.0,1.0,0.0
42.5180315373598,1.0,1.0,0.0
28.10726141104331,1.0,1.0,0.0
36.96475540054514,1.0,1.0,0.0
46.6130622855505,1.0,1.0,0.0
22.67782604446668,1.0,1.0,0.0
31.627314160447792,1.0,1.0,0.0
42.17692431384386,1.0,1.0,0.0
37.9067373527046,1.0,1.0,0.0
35.82595487321468,1.0,1.0,0.0
26.658359727138745,1.0,1.0,0.0
49.900128045798816,1.0,1.0,0.0
54.852914342930035,1.0,1.0,0.0
37.19639871644106,1.0,1.0,0.0
44.902596945808,1.0,1.0,0.0
22.713494021398148,1.0,1.0,0.0
25.4935390404819,1.0,1.0,0.0
29.730562346680827,1.0,1.0,0.0
38.68444953815958,1.0,1.0,0.0
35.58760937284624,1.0,1.0,0.0
41.76034114341374,1.0,1.0,0.0
43.919899056170536,1.0,1.0,0.0
24.005668927340004,1.0,1.0,0.0
40.66038403366847,1.0,1.0,0.0
51.43766444450223,1.0,1.0,0.0
46.66122655074269,1.0,1.0,0.0
28.428840906248233,1.0,1.0,0.0
63.22531297587944,1.0,1.0,0.0
30.057127967603698,1.0,1.0,0.0
14.250776328592437,1.0,1.0,0.0
45.48456042285505,1.0,1.0,0.0
47.5746623001723,1.0,1.0,0.0
22.50138838973854,1.0,1.0,0.0
29.815170829112354,1.0,1.0,0.0
37.085761099398795,1.0,1.0,0.0
52.01506027648923,1.0,1.0,0.0
31.76977660303157,1.0,1.0,0.0
44.048077563705455,1.0,1.0,0.0
10.015956856893492,1.0,1.0,0.0
24.136692953225882,1.0,1.0,0.0
48.660583767883544,1.0,1.0,0.0
21.32997915499065,1.0,1.0,0.0
34.94752692677842,1.0,1.0,0.0
36.922619481029,1.0,1.0,0.0
28.217170183898695,1.0,1.0,0.0
38.983313707332954,1.0,1.0,0.0
59.0813037248772,1.0,1.0,0.0
32.47501446252532,1.0,1.0,0.0
21.591130838861446,1.0,1.0,0.0
26.696400973989157,1.0,1.0,0.0
32.94737720413208,1.0,1.0,0.0
45.33716630701201,1.0,1.0,0.0
37.680228774371066,1.0,1.0,0.0
41.62575211119241,1.0,1.0,0.0
28.793196360498968,1.0,1.0,0.0
49.480461680585734,1.0,1.0,0.0
48.40497870197597,1.0,1.0,0.0
36.52894569966428,1.0,1.0,0.0
24.236407280219566,1.0,1.0,0.0
51.678844873496345,1.0,1.0,0.0
25.403731060379556,1.0,1.0,0.0
59.34705726104945,1.0,1.0,0.0
25.214171826288187,1.0,1.0,0.0
44.58904692191127,1.0,1.0,0.0
35.85820123770762,1.0,1.0,0.0
33.81890841219924,1.0,1.0,0.0
41.191284583115966,1.0,1.0,0.0
36.142741019577514,1.0,1.0,0.0
28.3848455629499,1.0,1.0,0.0
38.75502438770031,1.0,1.0,0.0
32.087316931983,1.0,1.0,0.0
43.45755325033719,1.0,1.0,0.0
24.251343113842847,1.0,1.0,0.0
27.457608893368217,1.0,1.0,0.0
7.924595566504546,1.0,1.0,0.0
54.569088139115195,1.0,1.0,0.0
43.38958218347343,1.0,1.0,0.0
51.3481974584991,1.0,1.0,0.0
45.75261128093422,1.0,1.0,0.0
43.04523715406418,1.0,1.0,0.0
40.92141527939034,1.0,1.0,0.0
25.245725795980743,1.0,1.0,0.0
52.589309599387406,1.0,1.0,0.0
36.338234507349405,1.0,1.0,0.0
45.240392188951574,1.0,1.0,0.0
27.614989324996984,1.0,1.0,0.0
39.05091482960709,1.0,1.0,0.0
24.98661464705778,1.0,1.0,0.0
32.00879571018247,1.0,1.0,0.0
36.64273199154331,1.0,1.0,0.0
42.85289018217085,1.0,1.0,0.0
24.191001720915146,1.0,1.0,0.0
37.39239977208727,1.0,1.0,0.0
43.69551392827607,1.0,1.0,0.0
30.414426998317712,1.0,1.0,0.0
37.24913331558124,1.0,1.0,0.0
35.51239337354626,1.0,1.0,0.0
46.69998292549195,1.0,1.0,0.0
42.9999424319261,1.0,1.0,0.0
22.015171131980523,1.0,1.0,0.0
27.069672009009935,1.0,1.0,0.0
17.025760785736672,1.0,1.0,0.0
37.2317710827988,1.0,1.0,0.0
62.260266826212614,1.0,1.0,0.0
41.427368485037206,1.0,1.0,0.0
37.96835481936085,1.0,1.0,0.0
5.921747668006976,1.0,1.0,0.0
45.45990068583268,1.0,1.0,0.0
55.456998378389336,1.0,1.0,0.0
31.897116549356017,1.0,1.0,0.0
44.948323601063045,1.0,1.0,0.0
38.005677379328276,1.0,1.0,0.0
49.5954534692292,1.0,1.0,0.0
30.65050366895443,1.0,1.0,0.0
29.532044126052494,1.0,1.0,0.0
28.67909011020831,1.0,1.0,0.0
43.460596222311835,1.0,1.0,0.0
49.27327295174981,1.0,1.0,0.0
34.21525413211396,1.0,1.0,0.0
48.123392785371806,1.0,1.0,0.0
31.058258674085103,1.0,1.0,0.0
37.362673177140394,1.0,1.0,0.0
36.13453893846537,1.0,1.0,0.0
40.22652994237747,1.0,1.0,0.0
42.24595927106818,1.0,1.0,0.0
18.378289837067936,1.0,1.0,0.0
21.457439736529526,1.0,1.0,0.0
54.68938132652603,1.0,1.0,0.0
49.95197758577871,1.0,1.0,0.0
42.890226330303804,1.0,1.0,0.0
38.10499555818168,1.0,1.0,0.0
43.90837693833009,1.0,1.0,0.0
30.894801386921667,1.0,1.0,0.0
38.194902941506236,1.0,1.0,0.0
39.886159310989484,1.0,1.0,0.0
38.93276246756571,1.0,1.0,0.0
34.339154833272055,1.0,1.0,0.0
19.490274509460185,1.0,1.0,0.0
35.942392428984924,1.0,1.0,0.0
43.127250765556695,1.0,1.0,0.0
36.33079859906361,1.0,1.0,0.0
43.341094651487225,1.0,1.0,0.0
59.09131791644333,1.0,1.0,0.0
42.412843467105,1.0,1.0,0.0
18.971522080918938,1.0,1.0,0.0
38.171434206524545,1.0,1.0,0.0
27.03501569666855,1.0,1.0,0.0
50.36663023229508,1.0,1.0,0.0
46.107810156039264,1.0,1.0,0.0
33.001559514410175,1.0,1.0,0.0
